ticker,exchange,name,sector,industry
PFGC,NYSE,PERFORMANCE FOOD GROUP COMPANY,CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
PKI,NYSE,"PERKINELMER, INC.",CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
PBT,NYSE,PERMIAN BASIN ROYALTY TRUST,ENERGY,OIL & GAS PRODUCTION
PRT,NYSE,PERMROCK ROYALTY TRUST,ENERGY,OIL & GAS PRODUCTION
PRGO,NYSE,PERRIGO COMPANY,HEALTH CARE,MAJOR PHARMACEUTICALS
PZE,NYSE,PETROBRAS ARGENTINA S.A.,ENERGY,OIL & GAS PRODUCTION
PTR,NYSE,PETROCHINA COMPANY LIMITED,ENERGY,OIL & GAS PRODUCTION
PBR,NYSE,PETROLEO BRASILEIRO S.A.- PETROBRAS,ENERGY,OIL & GAS PRODUCTION
PBR.A,NYSE,PETROLEO BRASILEIRO S.A.- PETROBRAS,N/A,N/A
PFE,NYSE,"PFIZER, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
PGTI,NYSE,"PGT INNOVATIONS, INC.",CAPITAL GOODS,BUILDING PRODUCTS
PHH,NYSE,PHH CORP,FINANCE,DIVERSIFIED FINANCIAL SERVICES
PM,NYSE,PHILIP MORRIS INTERNATIONAL INC,CONSUMER NON-DURABLES,FARMING/SEEDS/MILLING
PSX,NYSE,PHILLIPS 66,ENERGY,INTEGRATED OIL COMPANIES
PSXP,NYSE,PHILLIPS 66 PARTNERS LP,ENERGY,NATURAL GAS DISTRIBUTION
FENG,NYSE,PHOENIX NEW MEDIA LIMITED,CONSUMER SERVICES,BROADCASTING
DOC,NYSE,PHYSICIANS REALTY TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PDM,NYSE,"PIEDMONT OFFICE REALTY TRUST, INC.",CONSUMER SERVICES,BUILDING OPERATORS
PIR,NYSE,"PIER 1 IMPORTS, INC.",CONSUMER SERVICES,HOME FURNISHINGS
PCQ,NYSE,PIMCO CALIFORNIA MUNICIPAL INCOME FUND,N/A,N/A
PCK,NYSE,PIMCO CALIFORNIA MUNICIPAL INCOME FUND II,N/A,N/A
PZC,NYSE,PIMCO CALIFORNIA MUNICIPAL INCOME FUND III,N/A,N/A
PCM,NYSE,"PIMCO COMMERCIAL MORTGAGE SECURITIES TRUST, INC.",N/A,N/A
PTY,NYSE,PIMCO CORPORATE & INCOME OPPORTUNITY FUND,N/A,N/A
PCN,NYSE,PIMCO CORPORATE & INCOME STATEGY FUND,N/A,N/A
PCI,NYSE,PIMCO DYNAMIC CREDIT AND MORTGAGE INCOME FUND,N/A,N/A
PDI,NYSE,PIMCO DYNAMIC INCOME FUND,N/A,N/A
PGP,NYSE,PIMCO GLOBAL STOCKSPLUS & INCOME FUND,N/A,N/A
PKO,NYSE,PIMCO INCOME OPPORTUNITY FUND,N/A,N/A
PFL,NYSE,PIMCO INCOME STRATEGY FUND,N/A,N/A
PFN,NYSE,PIMCO INCOME STRATEGY FUND II,N/A,N/A
PMF,NYSE,PIMCO MUNICIPAL INCOME FUND,N/A,N/A
PML,NYSE,PIMCO MUNICIPAL INCOME FUND II,N/A,N/A
PMX,NYSE,PIMCO MUNICIPAL INCOME FUND III,N/A,N/A
PNF,NYSE,PIMCO NEW YORK MUNICIPAL INCOME FUND,N/A,N/A
PNI,NYSE,PIMCO NEW YORK MUNICIPAL INCOME FUND II,N/A,N/A
PYN,NYSE,PIMCO NEW YORK MUNICIPAL INCOME FUND III,N/A,N/A
RCS,NYSE,"PIMCO STRATEGIC INCOME FUND, INC.",N/A,N/A
PF,NYSE,"PINNACLE FOODS, INC.",CONSUMER NON-DURABLES,PACKAGED FOODS
PNW,NYSE,PINNACLE WEST CAPITAL CORPORATION,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
PES,NYSE,PIONEER ENERGY SERVICES CORP.,ENERGY,OIL & GAS PRODUCTION
PHD,NYSE,PIONEER FLOATING RATE TRUST,N/A,N/A
PHT,NYSE,PIONEER HIGH INCOME TRUST,N/A,N/A
MAV,NYSE,PIONEER MUNICIPAL HIGH INCOME ADVANTAGE TRUST,N/A,N/A
MHI,NYSE,PIONEER MUNICIPAL HIGH INCOME TRUST,N/A,N/A
PXD,NYSE,PIONEER NATURAL RESOURCES COMPANY,ENERGY,OIL & GAS PRODUCTION
PJC,NYSE,PIPER JAFFRAY COMPANIES,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
PBI,NYSE,PITNEY BOWES INC.,MISCELLANEOUS,OFFICE EQUIPMENT/SUPPLIES/SERVICES
PBI^B,NYSE,PITNEY BOWES INC.,N/A,N/A
PVTL,NYSE,"PIVOTAL SOFTWARE, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
PJT,NYSE,PJT PARTNERS INC.,FINANCE,INVESTMENT MANAGERS
PAA,NYSE,"PLAINS ALL AMERICAN PIPELINE, L.P.",ENERGY,NATURAL GAS DISTRIBUTION
PAGP,NYSE,"PLAINS GROUP HOLDINGS, L.P.",ENERGY,NATURAL GAS DISTRIBUTION
PLNT,NYSE,"PLANET FITNESS, INC.",CONSUMER SERVICES,HOTELS/RESORTS
PLT,NYSE,"PLANTRONICS, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
PAH,NYSE,PLATFORM SPECIALTY PRODUCTS CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
AGS,NYSE,"PLAYAGS, INC.",CONSUMER DURABLES,MISCELLANEOUS MANUFACTURING INDUSTRIES
PHI,NYSE,PLDT INC.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
PNC,NYSE,"PNC FINANCIAL SERVICES GROUP, INC. (THE)",FINANCE,MAJOR BANKS
PNC.WS,NYSE,"PNC FINANCIAL SERVICES GROUP, INC. (THE)",N/A,N/A
PNC^P,NYSE,"PNC FINANCIAL SERVICES GROUP, INC. (THE)",N/A,N/A
PNC^Q,NYSE,"PNC FINANCIAL SERVICES GROUP, INC. (THE)",N/A,N/A
PNM,NYSE,"PNM RESOURCES, INC. (HOLDING CO.)",PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
PII,NYSE,POLARIS INDUSTRIES INC.,CAPITAL GOODS,INDUSTRIAL SPECIALTIES
POL,NYSE,POLYONE CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
POR,NYSE,PORTLAND GENERAL ELECTRIC COMPANY,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
PKX,NYSE,POSCO,BASIC INDUSTRIES,STEEL/IRON ORE
POST,NYSE,"POST HOLDINGS, INC.",CONSUMER NON-DURABLES,PACKAGED FOODS
PPDF,NYSE,PPDAI GROUP INC.,FINANCE,FINANCE: CONSUMER SERVICES
PPG,NYSE,"PPG INDUSTRIES, INC.",BASIC INDUSTRIES,PAINTS/COATINGS
PPX,NYSE,"PPL CAPITAL FUNDING, INC.",PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
PPL,NYSE,PPL CORPORATION,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
PYS,NYSE,PPLUS TRUST,FINANCE,FINANCE: CONSUMER SERVICES
PYT,NYSE,PPLUS TRUST,FINANCE,FINANCE: CONSUMER SERVICES
PQG,NYSE,PQ GROUP HOLDINGS INC.,BASIC INDUSTRIES,MAJOR CHEMICALS
PX,NYSE,"PRAXAIR, INC.",BASIC INDUSTRIES,MAJOR CHEMICALS
PDS,NYSE,PRECISION DRILLING CORPORATION,ENERGY,OIL & GAS PRODUCTION
APTS,NYSE,"PREFERRED APARTMENT COMMUNITIES, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PBH,NYSE,"PRESTIGE BRAND HOLDINGS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
PVG,NYSE,"PRETIUM RESOURCES, INC.",BASIC INDUSTRIES,PRECIOUS METALS
PRI,NYSE,"PRIMERICA, INC.",FINANCE,LIFE INSURANCE
PGZ,NYSE,PRINCIPAL REAL ESTATE INCOME FUND,N/A,N/A
PRA,NYSE,PROASSURANCE CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
PG,NYSE,PROCTER & GAMBLE COMPANY (THE),BASIC INDUSTRIES,PACKAGE GOODS/COSMETICS
PGR,NYSE,PROGRESSIVE CORPORATION (THE),FINANCE,PROPERTY-CASUALTY INSURERS
PLD,NYSE,"PROLOGIS, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PUMP,NYSE,PROPETRO HOLDING CORP.,ENERGY,OILFIELD SERVICES/EQUIPMENT
PRO,NYSE,"PROS HOLDINGS, INC.",TECHNOLOGY,EDP SERVICES
PBB,NYSE,PROSPECT CAPITAL CORPORATION,N/A,N/A
PB,NYSE,"PROSPERITY BANCSHARES, INC.",FINANCE,MAJOR BANKS
PRLB,NYSE,"PROTO LABS, INC.",CAPITAL GOODS,METAL FABRICATIONS
PFS,NYSE,"PROVIDENT FINANCIAL SERVICES, INC",FINANCE,SAVINGS INSTITUTIONS
PJH,NYSE,"PRUDENTIAL FINANCIAL, INC.",FINANCE,LIFE INSURANCE
PRH,NYSE,"PRUDENTIAL FINANCIAL, INC.",FINANCE,LIFE INSURANCE
PRU,NYSE,"PRUDENTIAL FINANCIAL, INC.",FINANCE,LIFE INSURANCE
GHY,NYSE,"PRUDENTIAL GLOBAL SHORT DURATION HIGH YIELD FUND, INC.",N/A,N/A
PUK,NYSE,PRUDENTIAL PUBLIC LIMITED COMPANY,FINANCE,LIFE INSURANCE
PUK^,NYSE,PRUDENTIAL PUBLIC LIMITED COMPANY,N/A,N/A
PUK^A,NYSE,PRUDENTIAL PUBLIC LIMITED COMPANY,N/A,N/A
ISD,NYSE,"PRUDENTIAL SHORT DURATION HIGH YIELD FUND, INC.",N/A,N/A
PSB,NYSE,"PS BUSINESS PARKS, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSB^U,NYSE,"PS BUSINESS PARKS, INC.",N/A,N/A
PSB^V,NYSE,"PS BUSINESS PARKS, INC.",N/A,N/A
PSB^W,NYSE,"PS BUSINESS PARKS, INC.",N/A,N/A
PSB^X,NYSE,"PS BUSINESS PARKS, INC.",N/A,N/A
PSB^Y,NYSE,"PS BUSINESS PARKS, INC.",N/A,N/A
TLK,NYSE,"PT TELEKOMUNIKASI INDONESIA, TBK",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
PEG,NYSE,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,PUBLIC UTILITIES,POWER GENERATION
PSA,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^A,NYSE,PUBLIC STORAGE,N/A,N/A
PSA^B,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^C,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^D,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^E,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^F,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^G,NYSE,PUBLIC STORAGE,N/A,N/A
PSA^U,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^V,NYSE,PUBLIC STORAGE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
PSA^W,NYSE,PUBLIC STORAGE,N/A,N/A
PSA^X,NYSE,PUBLIC STORAGE,N/A,N/A
PSA^Y,NYSE,PUBLIC STORAGE,N/A,N/A
PSA^Z,NYSE,PUBLIC STORAGE,N/A,N/A
PHM,NYSE,"PULTEGROUP, INC.",CAPITAL GOODS,HOMEBUILDING
PSTG,NYSE,"PURE STORAGE, INC.",TECHNOLOGY,ELECTRONIC COMPONENTS
PCF,NYSE,PUTNAM HIGH INCOME BOND FUND,N/A,N/A
PMM,NYSE,PUTNAM MANAGED MUNICIPAL INCOME TRUST,N/A,N/A
PIM,NYSE,PUTNAM MASTER INTERMEDIATE INCOME TRUST,N/A,N/A
PMO,NYSE,PUTNAM MUNICIPAL OPPORTUNITIES TRUST,N/A,N/A
PPT,NYSE,PUTNAM PREMIER INCOME TRUST,N/A,N/A
PVH,NYSE,PVH CORP.,CONSUMER NON-DURABLES,APPAREL
PZN,NYSE,PZENA INVESTMENT MANAGEMENT INC,FINANCE,INVESTMENT MANAGERS
QTWO,NYSE,"Q2 HOLDINGS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
QEP,NYSE,"QEP RESOURCES, INC.",ENERGY,OIL & GAS PRODUCTION
QGEN,NYSE,QIAGEN N.V.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
QTS,NYSE,"QTS REALTY TRUST, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
QTS^A,NYSE,"QTS REALTY TRUST, INC.",N/A,N/A
QUAD,NYSE,"QUAD GRAPHICS, INC",MISCELLANEOUS,PUBLISHING
KWR,NYSE,QUAKER CHEMICAL CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
QCP,NYSE,"QUALITY CARE PROPERTIES, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
NX,NYSE,QUANEX BUILDING PRODUCTS CORPORATION,CAPITAL GOODS,METAL FABRICATIONS
PWR,NYSE,"QUANTA SERVICES, INC.",CAPITAL GOODS,ENGINEERING & CONSTRUCTION
QTM,NYSE,QUANTUM CORPORATION,TECHNOLOGY,ELECTRONIC COMPONENTS
QD,NYSE,QUDIAN INC.,FINANCE,FINANCE: CONSUMER SERVICES
DGX,NYSE,QUEST DIAGNOSTICS INCORPORATED,HEALTH CARE,MEDICAL SPECIALITIES
QES,NYSE,QUINTANA ENERGY SERVICES INC.,ENERGY,OILFIELD SERVICES/EQUIPMENT
QHC,NYSE,QUORUM HEALTH CORPORATION,HEALTH CARE,HOSPITAL/NURSING MANAGEMENT
QUOT,NYSE,QUOTIENT TECHNOLOGY INC.,CONSUMER SERVICES,ADVERTISING
CTAA,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTBB,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTDD,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTU,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTV,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTW,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTX,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTY,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CTZ,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
RRD,NYSE,R.R. DONNELLEY & SONS COMPANY,MISCELLANEOUS,PUBLISHING
RDN,NYSE,RADIAN GROUP INC.,FINANCE,PROPERTY-CASUALTY INSURERS
RAS,NYSE,RAIT FINANCIAL TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RAS^A,NYSE,RAIT FINANCIAL TRUST,N/A,N/A
RAS^B,NYSE,RAIT FINANCIAL TRUST,N/A,N/A
RAS^C,NYSE,RAIT FINANCIAL TRUST,N/A,N/A
RFT,NYSE,RAIT FINANCIAL TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RFTA,NYSE,RAIT FINANCIAL TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RL,NYSE,RALPH LAUREN CORPORATION,CONSUMER NON-DURABLES,APPAREL
RPT,NYSE,RAMCO-GERSHENSON PROPERTIES TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RPT^D,NYSE,RAMCO-GERSHENSON PROPERTIES TRUST,N/A,N/A
RRC,NYSE,RANGE RESOURCES CORPORATION,ENERGY,OIL & GAS PRODUCTION
RNGR,NYSE,"RANGER ENERGY SERVICES, INC.",ENERGY,OILFIELD SERVICES/EQUIPMENT
RJF,NYSE,"RAYMOND JAMES FINANCIAL, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
RYAM,NYSE,RAYONIER ADVANCED MATERIALS INC.,BASIC INDUSTRIES,MAJOR CHEMICALS
RYAM^A,NYSE,RAYONIER ADVANCED MATERIALS INC.,N/A,N/A
RYN,NYSE,RAYONIER INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RTN,NYSE,RAYTHEON COMPANY,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
RMAX,NYSE,"RE/MAX HOLDINGS, INC.",FINANCE,REAL ESTATE
RLGY,NYSE,REALOGY HOLDINGS CORP.,FINANCE,REAL ESTATE
O,NYSE,REALTY INCOME CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RHT,NYSE,"RED HAT, INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
RLH,NYSE,RED LION HOTELS CORPORATION,CONSUMER SERVICES,HOTELS/RESORTS
RWT,NYSE,"REDWOOD TRUST, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RBC,NYSE,REGAL BELOIT CORPORATION,CONSUMER DURABLES,METAL FABRICATIONS
RWGE,NYSE,REGALWOOD GLOBAL ENERGY LTD.,FINANCE,BUSINESS SERVICES
RWGE.U,NYSE,REGALWOOD GLOBAL ENERGY LTD.,N/A,N/A
RWGE.WS,NYSE,REGALWOOD GLOBAL ENERGY LTD.,N/A,N/A
REG,NYSE,REGENCY CENTERS CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RM,NYSE,REGIONAL MANAGEMENT CORP.,FINANCE,FINANCE: CONSUMER SERVICES
RF,NYSE,REGIONS FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
RF^A,NYSE,REGIONS FINANCIAL CORPORATION,N/A,N/A
RF^B,NYSE,REGIONS FINANCIAL CORPORATION,N/A,N/A
RGS,NYSE,REGIS CORPORATION,CONSUMER SERVICES,OTHER CONSUMER SERVICES
RGA,NYSE,"REINSURANCE GROUP OF AMERICA, INCORPORATED",FINANCE,LIFE INSURANCE
RZA,NYSE,"REINSURANCE GROUP OF AMERICA, INCORPORATED",FINANCE,LIFE INSURANCE
RZB,NYSE,"REINSURANCE GROUP OF AMERICA, INCORPORATED",FINANCE,LIFE INSURANCE
RS,NYSE,RELIANCE STEEL & ALUMINUM CO.,BASIC INDUSTRIES,METAL FABRICATIONS
RENX,NYSE,RELX N.V.,CONSUMER SERVICES,PUBLISHING
RELX,NYSE,RELX PLC,CONSUMER SERVICES,PUBLISHING
RNR,NYSE,RENAISSANCERE HOLDINGS LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
RNR^C,NYSE,RENAISSANCERE HOLDINGS LTD.,N/A,N/A
RNR^E,NYSE,RENAISSANCERE HOLDINGS LTD.,N/A,N/A
SOL,NYSE,RENESOLA LTD.,TECHNOLOGY,SEMICONDUCTORS
RENN,NYSE,RENREN INC.,TECHNOLOGY,EDP SERVICES
RSG,NYSE,"REPUBLIC SERVICES, INC.",PUBLIC UTILITIES,ENVIRONMENTAL SERVICES
RMD,NYSE,RESMED INC.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
REN,NYSE,RESOLUTE ENERGY CORPORATION,ENERGY,OIL & GAS PRODUCTION
RFP,NYSE,RESOLUTE FOREST PRODUCTS INC.,BASIC INDUSTRIES,PAPER
RSO,NYSE,RESOURCE CAPITAL CORP.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RSO^C,NYSE,RESOURCE CAPITAL CORP.,N/A,N/A
QSR,NYSE,RESTAURANT BRANDS INTERNATIONAL INC.,CONSUMER SERVICES,RESTAURANTS
RPAI,NYSE,"RETAIL PROPERTIES OF AMERICA, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
REVG,NYSE,"REV GROUP, INC.",CAPITAL GOODS,AUTO MANUFACTURING
REV,NYSE,"REVLON, INC.",CONSUMER NON-DURABLES,PACKAGE GOODS/COSMETICS
REX,NYSE,REX AMERICAN RESOURCES CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
REXR,NYSE,"REXFORD INDUSTRIAL REALTY, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
REXR^A,NYSE,"REXFORD INDUSTRIAL REALTY, INC.",N/A,N/A
REXR^B,NYSE,"REXFORD INDUSTRIAL REALTY, INC.",N/A,N/A
RXN,NYSE,REXNORD CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
RXN^A,NYSE,REXNORD CORPORATION,N/A,N/A
RH,NYSE,RH,CONSUMER SERVICES,OTHER SPECIALTY STORES
RMP,NYSE,RICE MIDSTREAM PARTNERS LP,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
RNG,NYSE,"RINGCENTRAL, INC.",TECHNOLOGY,EDP SERVICES
RIO,NYSE,RIO TINTO PLC,BASIC INDUSTRIES,PRECIOUS METALS
RBA,NYSE,RITCHIE BROS. AUCTIONEERS INCORPORATED,MISCELLANEOUS,BUSINESS SERVICES
RAD,NYSE,RITE AID CORPORATION,HEALTH CARE,MEDICAL/NURSING SERVICES
RMPL^,NYSE,RIVERNORTH MARKETPLACE LENDING CORPORATION,N/A,N/A
RIV,NYSE,"RIVERNORTH OPPORTUNITIES FUND, INC.",N/A,N/A
OPP,NYSE,"RIVERNORTH/DOUBLELINE STRATEGIC OPPORTUNITY FUND, INC.",N/A,N/A
RLI,NYSE,RLI CORP.,FINANCE,PROPERTY-CASUALTY INSURERS
RLJ,NYSE,RLJ LODGING TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
RLJ^A,NYSE,RLJ LODGING TRUST,N/A,N/A
RRTS,NYSE,"ROADRUNNER TRANSPORTATION SYSTEMS, INC",TRANSPORTATION,OIL REFINING/MARKETING
RHI,NYSE,ROBERT HALF INTERNATIONAL INC.,TECHNOLOGY,PROFESSIONAL SERVICES
ROK,NYSE,"ROCKWELL AUTOMATION, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
COL,NYSE,"ROCKWELL COLLINS, INC.",CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL
RCI,NYSE,"ROGERS COMMUNICATION, INC.",CONSUMER SERVICES,TELEVISION SERVICES
ROG,NYSE,ROGERS CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
ROL,NYSE,"ROLLINS, INC.",FINANCE,DIVERSIFIED COMMERCIAL SERVICES
ROP,NYSE,"ROPER TECHNOLOGIES, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
RST,NYSE,ROSETTA STONE,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
RDC,NYSE,ROWAN COMPANIES PLC,ENERGY,OIL & GAS PRODUCTION
RY,NYSE,ROYAL BANK OF CANADA,FINANCE,COMMERCIAL BANKS
RY^T,NYSE,ROYAL BANK OF CANADA,N/A,N/A
RBS,NYSE,ROYAL BANK SCOTLAND PLC (THE),FINANCE,COMMERCIAL BANKS
RBS^S,NYSE,ROYAL BANK SCOTLAND PLC (THE),N/A,N/A
RCL,NYSE,ROYAL CARIBBEAN CRUISES LTD.,CONSUMER SERVICES,MARINE TRANSPORTATION
RDS.A,NYSE,ROYAL DUTCH SHELL PLC,N/A,N/A
RDS.B,NYSE,ROYAL DUTCH SHELL PLC,N/A,N/A
RGT,NYSE,"ROYCE GLOBAL VALUE TRUST, INC.",N/A,N/A
RMT,NYSE,"ROYCE MICRO-CAP TRUST, INC.",N/A,N/A
RVT,NYSE,"ROYCE VALUE TRUST, INC.",N/A,N/A
RES,NYSE,"RPC, INC.",ENERGY,OILFIELD SERVICES/EQUIPMENT
RPM,NYSE,RPM INTERNATIONAL INC.,BASIC INDUSTRIES,PAINTS/COATINGS
RSPP,NYSE,"RSP PERMIAN, INC.",ENERGY,OIL & GAS PRODUCTION
RTEC,NYSE,"RUDOLPH TECHNOLOGIES, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
RYB,NYSE,"RYB EDUCATION, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
R,NYSE,"RYDER SYSTEM, INC.",CONSUMER SERVICES,RENTAL/LEASING COMPANIES
RYI,NYSE,RYERSON HOLDING CORPORATION,BASIC INDUSTRIES,METAL FABRICATIONS
RHP,NYSE,"RYMAN HOSPITALITY PROPERTIES, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
SPGI,NYSE,S&P GLOBAL INC.,FINANCE,FINANCE: CONSUMER SERVICES
SBR,NYSE,SABINE ROYALTY TRUST,ENERGY,OIL & GAS PRODUCTION
SB,NYSE,"SAFE BULKERS, INC",TRANSPORTATION,MARINE TRANSPORTATION
SB^C,NYSE,"SAFE BULKERS, INC",N/A,N/A
SB^D,NYSE,"SAFE BULKERS, INC",N/A,N/A
SFE,NYSE,"SAFEGUARD SCIENTIFICS, INC.",FINANCE,FINANCE/INVESTORS SERVICES
SAFE,NYSE,"SAFETY, INCOME & GROWTH INC.",CONSUMER SERVICES,REAL ESTATE
SAIL,NYSE,"SAILPOINT TECHNOLOGIES HOLDINGS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CRM,NYSE,SALESFORCE.COM INC,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
SMM,NYSE,SALIENT MIDSTREAM & MLP FUND,N/A,N/A
SBH,NYSE,"SALLY BEAUTY HOLDINGS, INC.",CONSUMER SERVICES,OTHER SPECIALTY STORES
SJT,NYSE,SAN JUAN BASIN ROYALTY TRUST,ENERGY,OIL & GAS PRODUCTION
SN,NYSE,SANCHEZ ENERGY CORPORATION,ENERGY,OIL & GAS PRODUCTION
SD,NYSE,"SANDRIDGE ENERGY, INC.",ENERGY,OIL & GAS PRODUCTION
SDT,NYSE,SANDRIDGE MISSISSIPPIAN TRUST I,ENERGY,OIL & GAS PRODUCTION
SDR,NYSE,SANDRIDGE MISSISSIPPIAN TRUST II,ENERGY,OIL & GAS PRODUCTION
PER,NYSE,SANDRIDGE PERMIAN TRUST,ENERGY,OIL & GAS PRODUCTION
SNY,NYSE,SANOFI,HEALTH CARE,MAJOR PHARMACEUTICALS
SC,NYSE,SANTANDER CONSUMER USA HOLDINGS INC.,FINANCE,FINANCE: CONSUMER SERVICES
SOV^C,NYSE,"SANTANDER HOLDINGS USA, INC.",N/A,N/A
SAP,NYSE,SAP SE,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
SAB,NYSE,SARATOGA INVESTMENT CORP,N/A,N/A
SAR,NYSE,SARATOGA INVESTMENT CORP,N/A,N/A
SSL,NYSE,SASOL LTD.,ENERGY,OIL & GAS PRODUCTION
BFS,NYSE,"SAUL CENTERS, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
